name;static_instructions;dynamic_instructions
extr_reactosdllwin32rpcrt4rpc_binding.c_string_binding_find_delimiterW.c;13;594
extr_linuxsoundpciemu10k1emumixer.c_snd_audigy_i2c_volume_info.c;7;7
extr_kphp-kdbsearchsearch-y-data.c_get_idx_item.c;8;8
extr_libuicommonutf.c_uiprivUTF16EncodeRune.c;12;12
extr_linuxdriversstagingfbtftfbtft-sysfs.c_fbtft_expand_debug_value.c;13;13
extr_obs-studiodepslzmaliblzmalzmalzma2_encoder.c_lzma2_encoder_options_update.c;9;9
extr_linuxdriversatalibata-eh.c_ata_ering_clear_cb.c;4;4
extr_darknetsrcstb_image.h_stbi__err.c;3;3
extr_FFmpeglibswresampleresample.c_eval_poly.c;14;1026
extr_linuxsoundpciasihpihpidebug.c_hpi_debug_level_set.c;3;3
extr_linuxtoolsvirtiovirtio-tracetrace-agent-ctl.c_signal_handler.c;2;2
extr_linuxdriversiommuintel_irq_remapping.c_map_hpet_to_ir.c;4;4
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_rx_total_packet_hdl.c;5;5
extr_netdatalibnetdataavl..inlined.h_simple_hash.c;14;462
extr_hashcatsrcmodulesmodule_10900.c_module_init.c;90;90
extr_reactossdklib3rdpartylibxml2parserInternals.c_xmlSubstituteEntitiesDefault.c;3;3
extr_linuxdriversgpudrmradeonsi.c_si_vm_init.c;4;4
extr_linuxkernelbpfinode.c_bpf_inode_type.c;10;10
extr_linuxfsbtrfsqgroup.c_btrfs_qgroup_update_new_refcnt.c;6;6
extr_linuxdriversvideofbdevviavia_utility.c_viafb_get_gamma_support_state.c;7;7
extr_linuxdriversnetethernetfreescalefmanmac.c_setup_memac.c;34;34
extr_linuxdriversnetwirelessmarvelllibertasethtool.c_lbs_ethtool_set_wol.c;11;11
extr_darwin-xnubsddevarmfbt_arm.c_clear_itstate.c;2;2
extr_micropythonportsstm32uart.c_uart_attach_to_repl.c;2;2
extr_zstdlibdictBuilderzdict.c_ZDICT_fillNoise.c;13;1791
extr_linuxsoundi2ccs8427.c_snd_cs8427_spdif_mask_info.c;5;5
extr_linuxdriversmediacommonsianosmscoreapi.c_smscore_led_state.c;5;5
extr_gitsubmodule-config.c_check_submodule_name.c;15;530
extr_linuxsoundsocintelatomsstsst_pvt.c_sst_fill_header_dsp.c;6;6
extr_libuvsrcwintty.c_uv_tty_capture_initial_style.c;32;32
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_diwb_Slot_inst_encode.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_combined3e2c5767_fld72xt_flix64_slot3_Slot_xt_flix64_slot3_set.c;19;19
extr_reactosdllwin32ieframepersist.c_WebBrowser_Persist_Init.c;4;4
extr_linuxdriversgpudrmamdpowerplaysmumgrci_smumgr.c_ci_set_valid_flag.c;4;4
extr_linuxsoundcoreseqossseq_oss_midi.c_snd_seq_oss_midi_setup.c;3;3
extr_linuxdriversnetcaifcaif_hsi.c_cfhsi_can_send_aggregate.c;12;12
extr_FFmpeglibavfiltervf_lenscorrection.c_filter_slice.c;29;29
extr_linuxdrivershidhid-magicmouse.c_magicmouse_firm_touch.c;4;4
extr_linuxdriversnethamradiobaycom_epp.c_do_kiss_params.c;7;7
extr_opensslsslstatemstatem.c_ossl_statem_set_hello_verify_done.c;6;6
extr_linuxarchmipsjazzjazzdma.c_vdma_phys2log.c;9;9
extr_FFmpeglibavcodecilbcdec.c_lsf_dequantization.c;17;17
extr_linuxdriversttyvtvt.c_con_is_bound.c;4;4
extr_linuxnetcoredev_ioctl.c_register_gifconf.c;5;5
extr_FFmpeglibavcodecdca_exss.c_set_exss_offsets.c;17;17
extr_opensslcryptoececp_nistp256.c_bin32_to_felem.c;9;9
extr_linuxdriversnetethernetbroadcombnxtbnxt_tc.c_is_wildcard.c;10;10
extr_darwin-xnubsdnetif_bond.c_bondport_flags_set_ready.c;3;3
extr_linuxdriversoprofilecpu_buffer.h_op_cpu_buffer_add_data.c;10;10
extr_kphp-kdbcommonstemmer.c_stem_string_to_utf8.c;18;24
extr_labq3map2libsmathlibmathlib.c_VectorIsOnAxis.c;18;34
extr_linuxdriversmediaceccec-api.c_cec_validate_phys_addr.c;26;35
extr_linuxfssquashfspage_actor.h_squashfs_first_page.c;4;4
extr_darwin-xnubsddevmunge.c_munge_wwlwwwl.c;15;15
extr_opensslcryptotsts_rsp_utils.c_TS_TST_INFO_set_ordering.c;6;6
extr_linuxdriversstagingrtl8723bshalhal_btcoex.c_hal_btcoex_IQKNotify.c;2;2
extr_gitunpack-trees.c_restore_cache_bottom.c;4;4
extr_linuxdriversstagingrtl8723bshalodm.c_odm_RateAdaptiveMaskInit.c;8;8
extr_kphp-kdblistslists-data.c_tree_ext_global_lookup.c;14;14
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_srl_Slot_inst_encode.c;2;2
extr_linuxvirtkvmkvm_main.c_kvm_vcpu_mmap.c;3;3
extr_linuxdriversgpudrmdrm_connector.c_drm_hdmi_avi_infoframe_content_type.c;12;12
extr_linuxdriversmediav4l2-corev4l2-ioctl.c_v4l2_video_std_frame_period.c;10;10
extr_linuxdriversnetwirelessathath9kar9003_aic.c_ar9003_aic_find_index.c;6;6
extr_linuxdriversnetwirelessathath6klwmi.h_wmi_data_hdr_set_up.c;11;11
extr_obs-studiolibobsmedia-io..utildarray.h_darray_init.c;4;4
extr_stbtests..stb_ds.h_stbds_log2.c;11;41
extr_linuxdriversnetwirelessathath6klhtc.h_htc_rxpkt_reset.c;4;4
extr_linuxdriversstagingvt6656card.c_vnt_update_top_rates.c;27;27
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_subx4_Slot_inst_encode.c;2;2
extr_anypixelfirmwarecontrollerThirdPartyETHsrcstm32f4x7_eth.c_ETH_SetDMARxDescOwnBit.c;3;3
extr_linuxdriversnetethernetmarvellmvneta.c_mvneta_addr_crc.c;4;4
extr_FFmpeglibavfiltervf_nnedi.c_select_functions.c;38;38
extr_ccvlib3rdpartykissfftkissf_fft.c_kissf_fft_next_fast_size.c;53;119
extr_darwin-xnubsddevi386conf.c_chrtoblk_set.c;4;4
extr_linuxnetwirelessutil.c_cfg80211_iter_sum_ifcombs.c;2;2
extr_linuxdriversscsiaic94xxaic94xx_scb.c_get_lrate_mode.c;19;19
extr_linuxdriversnetethernetamazonenaena_com.c_ena_com_config_default_interrupt_moderation_table.c;44;44
extr_linuxdriversmediausbgspcatopro.c_setautogain.c;6;6
extr_linuxarchia64hpcommonaml_nfw.c_aml_nfw_read_arg.c;5;5
extr_reactosdllwin32mshtmlpersist.c_HTMLDocument_Persist_Init.c;6;6
extr_linuxdriversclkhisiliconclk-hi3620.c_mmc_clk_delay.c;14;2300
extr_tigsrctree.c_tree_get_column_data.c;21;21
extr_linuxdriversisdnhardwareeicons_pri.c_prepare_common_pri_functions.c;48;48
extr_linuxdriverscryptoaxisartpec6_crypto.c_artpec6_crypto_walk_init.c;3;3
extr_linuxdriversnetethernetemulexbenetbe_main.c_wrb_fill_dummy.c;4;4
extr_php-srcextopcacheOptimizerssa_integrity.c_is_in_successors.c;4;4
extr_linuxsoundpcihdapatch_sigmatel.c_stac92hd83xxx_fixup_hp_inv_led.c;3;3
extr_linuxdriversbaseregmapregmap.c_regmap_format_32_native.c;4;4
extr_libgit2srcbuf_text.c_git_buf_text_detect_bom.c;7;7
extr_radare2libranal..includer_endian.h_UT32_SUB.c;8;8
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp932.c_mbfl_filt_ident_cp932.c;11;11
extr_darwin-xnubsdnetroute.c_set_primary_ifscope.c;6;6
extr_rufussrcsyslinuxlibfatulint.h_write16.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_movf_Slot_inst_encode.c;2;2
extr_linuxdriversvirtvboxguestvboxguest_core.c_vbg_consume_events_locked.c;6;6
extr_gitcompatprecompose_utf8.c_has_non_ascii.c;31;3075
extr_goaccesssrcutil.c_intlen.c;15;24
extr_linuxdriversvideofbdevviaviafbdev.c_viafb_fill_var_color_info.c;10;10
extr_linuxarchpowerpcplatforms83xxsuspend.c_mpc83xx_suspend_begin.c;7;7
extr_linuxkernelrcurcu.h_rcu_init_levelspread.c;6;6
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_usart.c_USART_ClockStructInit.c;9;9
extr_libuicommonareaevents.c_uiprivClickCounterClick.c;37;37
extr_labenginecoderenderergl2tr_vbo.c_R_VaoPackNormal.c;34;34
extr_darknetsrcimage.c_translate_image.c;6;6
extr_linuxarchriscvkernelcacheinfo.c_ci_leaf_init.c;8;8
extr_SoftEtherVPNsrcCedarVirtual.c_IsMacInvalid.c;8;8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_srai_Slot_inst_encode.c;2;2
extr_torch7libTHTHAtomic.c_THAtomicCompareAndSwap.c;5;5
extr_linuxdriversstagingcomedidriverspcl726.c_pcl726_intr_cancel.c;4;4
extr_linuxdriverspowersupplyadp5061.c_adp5061_get_array_index.c;15;22
extr_nginxsrchttpngx_http_postpone_filter_module.c_ngx_http_postpone_filter_init.c;6;6
extr_linuxlibxzxz_lzma2.h_lzma_state_short_rep.c;8;8
extr_FFmpeglibswscalergb2rgb.c_rgb16tobgr16.c;22;1534
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_xt_wbr18_label_encode.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_abs_Slot_xt_flix64_slot2_encode.c;2;2
extr_linuxdriverswatchdogbcm_kona_wdt.c_bcm_kona_wdt_set_timeout.c;3;3
extr_linuxdriversmmchostsdhci-pci-core.c_mrst_hc_probe.c;3;3
extr_reactosdllwin32mshtmlsecmgr.c_HTMLDocumentNode_SecMgr_Init.c;2;2
extr_linuxdriversgpudrmamdamdgpuvega10_ih.c_vega10_ih_set_interrupt_funcs.c;3;3
extr_darwin-xnuosfmkx86_64pmap.c_pmap_flush_context_init.c;3;3
extr_FFmpeglibavcodeclibzvbi-teletextdec.c_chop_spaces_utf8.c;10;10
extr_linuxdriversmediarcimg-irimg-ir-rc6.c_img_ir_rc6_scancode.c;3;3
extr_linuxdriversvideofbdevhyperv_fb.c_hvfb_check_var.c;6;6
extr_How-to-Make-a-Computer-Operating-Systemsrcsdksrclibcsrcstdiofopen.c___parse_mode.c;32;860
extr_linuxdriversmiscti-stst_ll.c_st_ll_disable.c;3;3
extr_kphp-kdbtexttext-index.c_huffman_dealloc.c;3;3
extr_linuxkernelschedfair.c_update_load_set.c;3;3
extr_linuxsoundsynthemuxsoundfont.c_set_sample_counter.c;8;8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mul_dd_ll_Slot_inst_encode.c;2;2
extr_php-srcsapilitespeedlsapilib.c_LSAPI_Set_Slow_Req_Msecs.c;2;2
extr_hashcatsrcmodulesmodule_00600.c_module_init.c;87;87
extr_linuxdriverss390blockdasd_eckd.c_dasd_eckd_count_records.c;5;5
extr_gitattr.c_attr_check_reset.c;2;2
extr_linuxtoolsperfutilutil.c_hex_width.c;8;12
extr_linuxnetdns_resolverdns_key.c_dns_resolver_match_preparse.c;6;6
extr_darknetsrcstb_image_write.h_stbi__start_write_callbacks.c;3;3
extr_darwin-xnubsdnetinet6ip6_fw.c_port_match6.c;21;1787
extr_linuxdriversscsiufsufs-hisi.c_ufs_hisi_set_dev_cap.c;25;25
extr_gitsplit-index.c_mark_base_index_entries.c;3;3
extr_linuxdriversisdnhardwareeicondebuglib.c_DbgSetLevel.c;5;5
extr_linuxdriversgpudrmnouveaunvkmenginegrctxnv40.h_cp_name.c;4;4
extr_linuxdriversstagingrtl8723bscorertw_wlan_util.c_UpdateBrateTblForSoftAP.c;1;1
extr_emscriptensystemlibcompiler-rtlibbuiltinsfp_lib.h_wideRightShiftWithSticky.c;12;12
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_main.c_qlcnic_set_eswitch_port_features.c;15;15
extr_opensslcryptobiobio_lib.c_BIO_set_init.c;2;2
extr_linuxdriversmediausbgspcaov519.c_sd_isoc_init.c;4;4
extr_linuxdriversmediadvb-frontendsau8522_dig.c_au8522_get_tune_settings.c;3;3
extr_linuxdrivershwtracingcoresightcoresight-etm3x.c_etm_config_trace_mode.c;9;9
extr_linuxdriversinfinibandcoreucma.c_ucma_set_event_context.c;10;10
extr_radare2shlrsdbsrcjson..types.h_ut32_pack_big.c;3;3
extr_linuxdriversstaginggreybuses2.c_gb_message_cport_clear.c;3;3
extr_opensslcryptoevpencode.c_EVP_EncodeInit.c;5;5
extr_linuxfscifscifsglob.h_cifsFileInfo_get_locked.c;2;2
extr_linuxdriversideide-io.c_ide_lock_port.c;4;4
extr_linuxsoundsocsoc-pcm.c_snd_soc_set_runtime_hwparams.c;19;19
extr_mimikatzmodulessqlite3_omit.c_pager_cksum.c;5;5
extr_linuxdriversmediadvb-frontendslgs8gl5.c_lgs8gl5_get_tune_settings.c;5;5
extr_libuvsrcuv-data-getter-setters.c_uv_handle_set_data.c;2;2
extr_mimikatzmoduleskull_m_pn532.c_kull_m_pn532_init.c;4;4
extr_BGAQRCode-Androidzbarsrcmainjnizbarprocessorposix.c__zbar_event_init.c;4;4
extr_linuxnettipcmonitor.c_dom_size.c;12;92
extr_labenginecodeclientcl_main.c_CL_ClearPing.c;5;5
extr_darwin-xnubsdnetinetip_dummynet.c_cp_queue_to_64_user.c;33;33
extr_linuxarchs390netbpf_jit_comp.c_get_start.c;4;4
extr_linuxdriversusbmiscftdi-elan.c_ftdi_elan_total_command_size.c;18;2304
extr_php-srcextmbstringlibmbflfiltersmbfilter_armscii8.c_mbfl_filt_ident_armscii8.c;9;9
extr_mongoosetestunit_test.c_cb6.c;6;6
extr_linuxarchx86mmpf_in.c_get_opcode.c;6;6
extr_reactosdllwin32msiclasses.c_get_clsid_of_progid.c;10;10
extr_FFmpeglibavformatmmst.c_clear_stream_buffers.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_nsa_Slot_inst_encode.c;2;2
extr_radare2librbinpdbstream_file.c_init_r_stream_file.c;12;12
extr_php-srcsapifpmfpmfpm_events.c_fpm_event_queue_isset.c;13;13
extr_emscriptentestsnbody-javaorg_apache_harmony_luni_platform_IFileSystem.c_org_apache_harmony_luni_platform_IFileSystem_PUT_O_EXCL.c;2;2
extr_linuxdriversideide-cd_ioctl.c_ide_cdrom_release_real.c;3;3
extr_linuxarchmipssgi-ip22ip28-berr.c_addr_is_ram.c;4;4
extr_gitcompat..hashmap.h_hashmap_entry_init.c;3;3
extr_linuxnetsctpstream_sched.c_sctp_sched_fcfs_get.c;3;3
extr_libgit2srcdiff_stats.c_digits_for_value.c;13;18
extr_tenginesrchttpmodulesngx_http_log_module.c_ngx_http_log_pipe.c;7;7
extr_darwin-xnubsdvfsvfs_subr.c_vnode_get_locked.c;7;7
extr_linuxdriversnetwanhdlc_fr.c_dlci_to_q922.c;9;9
extr_radare2librasmp..archavravr_disasm.c_disassembleOperands.c;9;9
extr_Craftdepslodepnglodepng.c_getHash.c;5;5
extr_linuxdriversnetwirelessrealtekrtlwifirtl8188eehw.c_set_24g_base.c;5;5
extr_linuxdriversblockxen-blkfront.c_blkif_setup_extra_req.c;18;18
extr_kphp-kdbtargtarg-log-split.c_init_targ_data.c;4;4
extr_linuxsoundisasbsb_mixer.c_snd_sb16mixer_info_input_sw.c;7;7
extr_linuxdriversthermalimx_thermal.c_imx_get_crit_temp.c;5;5
extr_radare2libranalpanal_arm_cs.c_set_opdir.c;6;6
extr_BGAQRCode-Androidzbarsrcmainjnizbarqrcodeutil.c_qr_isqrt.c;18;198
extr_linuxdriversmddm-cache-policy-smq.c_l_init.c;5;5
extr_obs-studiolibobs-openglgl-shader.c_gs_shader_get_param_info.c;5;5
extr_darwin-xnubsdmiscfsdeadfsdead_vnops.c_dead_lookup.c;4;4
extr_radare2librflagflag.c_unset_flags_space.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_combined3e2c5767_fld16_Slot_xt_flix64_slot1_set.c;7;7
extr_linuxtoolsperfutilscripting-engines..thread.h_thread__exited.c;2;2
extr_php-srcsapilitespeedlsapilib.c_LSAPI_Set_Max_Idle.c;2;2
extr_opensslcryptostorestore_register.c_OSSL_STORE_LOADER_set_ctrl.c;3;3
extr_linuxarchx86umtls_32.c_get_free_idx.c;8;8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_addx2_Slot_xt_flix64_slot2_encode.c;2;2
extr_reactosdllwin32uxthememsstyles.c_MSSTYLES_GetPropertyBool.c;9;9
extr_linuxdriversnetethernetmellanoxmlx5coreen_main.c_mlx5e_build_tx2sq_maps.c;5;5
extr_linuxdriverstargetiscsiiscsi_target_nodeattrib.c_iscsit_set_default_node_attribues.c;17;17
extr_linuxsoundsoccodecsrl6231.c_find_best_div.c;6;6
extr_nodemcu-firmwareappsqlite3sqlite3.c_storeLastErrno.c;2;2
extr_reactossdklib3rdpartyzlibcontribminizipiowin32.c_fill_win32_filefunc.c;16;16
extr_linuxdriversmediausbcpia2cpia2_v4l.c_cpia2_g_input.c;3;3
extr_mongooseexamplesESP8266_RTOSusermongoose.c_mg_null_if_connect_udp.c;3;3
extr_netdatalibnetdatasimple_pattern..inlined.h_str2uint64_t.c;6;6
extr_php-srcextfileinfolibmagicmagic.c_magic_setparam.c;7;7
extr_FFmpeglibavformatoggparsevp8.c_vp8_gptopts.c;3;3
extr_reactosdll3rdpartylibtifftif_open.c_TIFFSetClientdata.c;3;3
extr_linuxdriversgpudrmamdamdkfdkfd_kernel_queue.c_rollback_packet.c;8;8
extr_reactosmodulesrostestsapitestsntdllLdrEnumResources.c_InitializeIdEntry.c;7;7
extr_linuxnetatmmpc.c_find_mpc_by_lec.c;5;5
extr_reactosdllwin32msctfmsctf.c_remove_Cookie.c;5;5
extr_linuxdriversmediapcibt8xxdst.c_dst_set_fec.c;3;3
extr_openssltestparams_api_test.c_swap_copy.c;10;1280
extr_kphp-kdbsearchsearch-x-data.c_get_word_frequency.c;8;8
extr_reactosdllwin32uxthemeuxini.c_UXINI_UnGetToLine.c;2;2
extr_hashcatsrcmodulesmodule_13300.c_module_init.c;86;86
extr_linuxarchpowerpckernelvecemu.c_ctuxs.c;19;19
extr_FFmpeglibavcodecaacdec_fixed.c_DEC_SPAIR.c;10;10
extr_stbstb_vorbis.c_error.c;3;3
extr_opensslcryptoevpevp_lib.c_EVP_MD_CTX_clear_flags.c;3;3
extr_nodemcu-firmwareappcoapcoap.c_coap_option_nibble.c;7;7
extr_skynetlualib-srcsprotosproto.c_fill_size.c;14;14
extr_linuxdriversnetcanusbkvaser_usbkvaser_usb_core.c_kvaser_usb_reset_tx_urb_contexts.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_muls_ad_hl_Slot_inst_encode.c;2;2
extr_linuxdriversinfinibandhwqibqib_iba7220.c_qib_7220_sdma_init_early.c;3;3
extr_linuxsoundpciau88x0au88x0_eq.c_snd_vortex_eq_info.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_simm7_encode.c;3;3
extr_linuxdriversnetethernetchelsiocxgb4cxgb4_debugfs.c_seq_tab_trim.c;5;5
extr_php-srcextphartar.c_phar_tar_octal.c;22;2308
extr_redisdepsjemallocsrcnstime.c_nstime_init.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_t_Slot_xt_flix64_slot3_set.c;7;7
extr_linuxdriversmediaplatformam437xam437x-vpfe.c_vpfe_ccdc_set_frame_format.c;6;6
extr_linuxdriversmediaceccec-pin.c_cec_pin_adap_monitor_all_enable.c;4;4
extr_obs-studiopluginsimage-sourceobs-slideshow.c_ss_activate.c;6;6
extr_linuxfsdlmlowcomms.c_cbuf_init.c;5;5
extr_reactosmodulesrosappsapplicationsnetncftplibncftputil.c_GetSockBufSize.c;8;8
extr_linuxdriversvideofbdevsavagesavagefb_driver.c_savage_update_var.c;28;28
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_ill_Slot_inst_encode.c;2;2
extr_reactosdlldirectxwinewined3dglsl_shader.c_glsl_fragment_pipe_core_alpha_test_ref.c;3;3
extr_gitbuiltinpush.c_set_push_cert_flags.c;7;7
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_rtc.c_RTC_AlarmStructInit.c;11;11
extr_raspberry-pi-osexerciseslesson043avenitosrcprintf.c_ui2a.c;52;72
extr_labenginecoderenderergl2tr_extramath.c_Mat4Identity.c;10;10
extr_redissrcbitops.c_checkUnsignedBitfieldOverflow.c;20;20
extr_linuxfsxfslibxfsxfs_btree.c_xfs_btree_compute_maxlevels.c;10;10
extr_kphp-kdbcommoncrc32c.c_gf32_mod.c;20;2250
extr_linuxnetnetfilteripsetip_set_hash_netiface.c_hash_netiface4_data_next.c;3;3
extr_linuxsoundsoccodecswm_adsp.c_wm_adsp_find_region.c;4;4
extr_opensslcryptoececp_nistp256.c_smallfelem_square.c;24;24
extr_linuxsoundcoreseqseq_midi_event.c_pitchbend_decode.c;8;8
extr_linuxdriversnetethernetmellanoxmlx5corewq.h_mlx5_wq_ll_push.c;4;4
extr_kittykittyfreetype.c_trim_borders.c;16;16
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_muls_aa_hh_Slot_inst_encode.c;2;2
extr_linuxarchpowerpckvmbooke.c_get_sregs_arch206.c;13;13
extr_linuxdriversscsibfabfa_core.c_bfa_cfg_get_default.c;33;33
extr_reactosmodulesrostestswinetestsgdi32pen.c_atoi2.c;15;527
extr_reactoswin32ssdriversdisplaysvgavgavideovgavideo.c_get_masks.c;29;29
extr_linuxdriversmediausbhdpvrhdpvr-video.c_vidioc_try_encoder_cmd.c;9;9
extr_linuxdriversstagingmediadavinci_vpfevpfe_video.c_vpfe_video_is_pipe_ready.c;6;6
extr_linuxdriversmediaplatforms5p-jpegjpeg-core.c_get_byte.c;5;5
extr_linuxdriversiommuintel-iommu.c_context_set_address_width.c;3;3
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp855.h_cp855_wctomb.c;20;20
extr_wrksrcae_evport.c_aeApiLookupPending.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_rasid_Slot_inst_encode.c;2;2
extr_linuxdriversnetethernetmellanoxmlxswspectrum1_kvdl.c_mlxsw_sp1_kvdl_part_update.c;8;8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_ulabel8_encode.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_r_Slot_inst16b_set.c;7;7
extr_h2odepsmrubymrbgemsmruby-bin-mirbtoolsmirbmirb.c_ctrl_c_handler.c;2;2
extr_disquedepshiredissds.c_sdsll2str.c;39;65
extr_mpvstreamstream_dvd.c_dvd_number_of_subs.c;10;10
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rems_Slot_inst_encode.c;2;2
extr_reactosdlldirectxwined3d9texture.c_d3d9_texture_flag_auto_gen_mipmap.c;4;4
extr_linuxdriversinfinibandhwqedrqedr.h_qedr_inc_sw_cons.c;7;7
extr_openpilotpandacryptorsa.c_subM.c;3;3
extr_linuxdriversstagingrtl8192ertllib_tx.c_rtllib_txrate_selectmode.c;11;11
extr_ccvlib3rdpartysqlite3sqlite3.c_fkChildIsModified.c;4;4
extr_linuxblockblk.h_blk_rq_set_deadline.c;3;3
extr_linuxarcharmkernelbios32.c_pci_fixup_it8152.c;12;12
extr_h2odepshiredisread.c_readLongLong.c;18;18
extr_reactosdllwin32vbscriptparser.tab.c_parse_complete.c;4;4
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_minidump.c_qlcnic_82xx_store_cap_mask.c;2;2
extr_reactosdllwin32comctl32listbox.c_LISTBOX_GetCurrentPageSize.c;5;5
extr_linuxdriversuiouio.c_uio_mmap_logical.c;6;6
extr_stbtestsprereleasestb_lib.h_stb_from_utf8.c;29;29
extr_reactosbootfreeldrfreeldruitui.c_TuiDrawText.c;7;7
extr_reactosbaseapplicationscalcrpn_ieee.c_rpn_mul_f.c;4;4
extr_linuxdriversclkclk-scpi.c___scpi_find_dvfs_index.c;7;7
extr_zstdliblegacyzstd_v01.c_FSE_skipBits.c;2;2
extr_darwin-xnubsdkernkern_sig.c_sigaltstack_kern_to_user64.c;7;7
extr_darwin-xnuosfmkdevicesubrs.c_strprefix.c;12;12
extr_radare2librasmpasm_x86_nz.c_opsldt.c;4;4
extr_linuxdriversscsiqla2xxxqla_inline.h_qla2x00_set_retry_delay_timestamp.c;13;13
extr_anypixelfirmwarecontrollerThirdPartyETHsrcstm32f4x7_eth.c_ETH_SetDMATxDescOwnBit.c;3;3
extr_openpilotselfdrivecontrolsliblongitudinal_mpclib_mpc_exportacado_solver.c_acado_macCTSlx.c;10;10
extr_linuxfsautofsinode.c_autofs_clean_ino.c;7;7
extr_mpvoptionsm_option.c_int64_set.c;5;5
extr_stbtestscaveviewstb_gl.h_stbgl_m.c;14;14
extr_linuxdriversgpudrmradeonr420.c_r420_pm_init_profile.c;58;58
extr_linuxdriversnetwirelessbroadcombrcm80211brcmfmaccfg80211.c_brcmf_init_conf.c;4;4
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192ee..btcoexist..wifi.h_set_hal_stop.c;3;3
extr_kphp-kdbTLtl-scheme.c_tl_scheme_long_value.c;7;7
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_set_channelplan_hdl.c;6;6
extr_hashcatsrcmodulesmodule_17900.c_module_init.c;87;87
extr_hashcatsrcmodulesmodule_00125.c_module_init.c;86;86
extr_reactosdriverscryptoksecdddispatch.c_KsecQueryVolumeInformation.c;5;5
extr_linuxfscifsreaddir.c_cifs_fill_dirent_std.c;7;7
extr_linuxkerneleventscore.c_perf_event_itrace_started.c;3;3
extr_libgit2testsclar.c_cl_trace_register.c;3;3
extr_redissrclolwut5.c_lwTranslatePixelsGroup.c;13;13
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp5022x.c_mbfl_filt_ident_cp50222.c;11;11
extr_Craftdepssqlitesqlite3.c_clearYMD_HMS_TZ.c;4;4
extr_linuxdriversclkstclkgen-pll.c_clk_pll3200c32_get_rate.c;18;18
extr_nginxsrchttpmodulesngx_http_addition_filter_module.c_ngx_http_addition_filter_init.c;10;10
extr_radare2libranal..includer_endian.h_UT32_MUL.c;11;11
extr_FFmpeglibswscalergb2rgb_template.c_rgb24tobgr32_c.c;17;941
extr_kphp-kdbcommonresolver.c_skipspc.c;8;8
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aeled.c__rtl8821ae_init_led.c;4;4
extr_FFmpegtestscheckasmvp8dsp.c_wht4x4.c;51;186
extr_linuxkerneltrace....blockblk.h_req_set_nomerge.c;5;5
extr_linuxdriversmediai2cadv7180.c_adv7180_enum_mbus_code.c;5;5
extr_hashcatsrcmodulesmodule_13752.c_module_init.c;94;94
extr_FFmpeglibavcodecdiracdec.c_propagate_block_data.c;30;326658
extr_linuxdriversmediapcicx88cx88-alsa.c_snd_cx88_volume_info.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_exccause_Slot_inst_encode.c;2;2
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_xmit.c_update_attrib_phy_info.c;19;19
extr_linuxtoolsperfutilannotate.c_cmp_source_line.c;4;4
extr_linuxtoolsperfutilrblist.c_rblist__init.c;6;6
extr_linuxdriversmediausbpvrusb2pvrusb2-hdw.c_ctrl_stdavail_get.c;5;5
extr_linuxdriversnetwirelessinteliwlegacy3945.c_il3945_hwrate_to_plcp_idx.c;4;4
extr_hashcatsrcmodulesmodule_13400.c_module_init.c;89;89
